Liste des tickets du jour

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| datetime            | caissiere_id | client_id | type    | ean             | nom                                                                                                                             | pu    | qte   |
| 2025-09-22 09:20:34 | 43           |           | VRAC    |                 | AVOCAT hass                                                                                                                     | 5.99  | 1.7   |
| 2025-09-22 09:20:34 | 43           |           | VRAC    |                 | Olives noires entières                                                                                                          | 3.6   | 2.44  |
| 2025-09-22 09:20:34 | 43           |           | PRODUIT | 0493001000009   | Petits Pois gourmands                                                                                                           | 20.53 | 3.0   |
| 2025-09-22 09:20:34 | 43           |           | VRAC    |                 | PIMENT ROUGE                                                                                                                    | 13.99 | 1.7   |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3468080009301   | Liquid product 750 ML                                                                                                           | 5.9   | 4.0   |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3531150222044   | Pâte brisée pur beurre, aux céréales complètes, ronde prête à dérouler Biobleud Bio 250g                                        | 2.92  | 5.0   |
| 2025-09-22 09:26:16 | 8            |           | VRAC    |                 | OIGNON ROUGE VRAC                                                                                                               | 4.99  | 0.46  |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 5053827199667   | KELLO GS TRESOR CHOC. LAIT                                                                                                      | 3.82  | 2.0   |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3478820031479   | LEGUMES POUR COUSCOUS                                                                                                           | 3.68  | 3.0   |
| 2025-09-22 09:26:16 | 8            |           | VRAC    |                 | AMANDES ES VR10KG                                                                                                               | 15.0  | 2.27  |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3250391318322   | REGAIN BOIS.AU SOJA                                                                                                             | 1.39  | 2.0   |
| 2025-09-22 09:26:16 | 8            |           | VRAC    |                 | NOIX MTC ADP                                                                                                                    | 3.99  | 1.38  |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3250390002659   | HUILE D'OLIVE VIERGE EXTRA                                                                                                      | 10.76 | 3.0   |
| 2025-09-22 09:26:16 | 8            |           | VRAC    |                 | ENDIVES                                                                                                                         | 8.49  | 1.17  |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3266191006574   | PUREE AMANDE BLANCHE                                                                                                            | 19.99 | 3.0   |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3351700076107   | CLASSIC FOODS OF AMERICA SCE ONION RELISH 330G                                                                                  | 4.78  | 1.0   |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3259357311001   | BRENNUS BERGERAC ROUGE 75CL                                                                                                     | 4.98  | 5.0   |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3567891101065   | PESCA DOS CABILL MSC X4 400G                                                                                                    | 9.31  | 5.0   |
| 2025-09-22 09:26:16 | 8            |           | VRAC    |                 | NOIX SECHE 500G BIO FRANCE                                                                                                      | 9.98  | 0.68  |
| 2025-09-22 09:26:16 | 8            |           | PRODUIT | 3478823002179   | HUILE DE COLZA VITAL 0.75L                                                                                                      | 4.8   | 5.0   |
| 2025-09-22 09:26:16 | 8            |           | VRAC    |                 | Choux de Bruxelles                                                                                                              | 12.75 | 1.18  |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | POIRE PACKHAM                                                                                                                   | 6.75  | 0.6   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3250392232382   | CHABRIOR CRICA LAIT 900G                                                                                                        | 4.18  | 4.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | chou vert                                                                                                                       | 2.89  | 1.55  |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 1097233147038   | DOUBLE PANDA SAUCE NEM NON EPICEE                                                                                               | 2.0   | 4.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3165430100007   | DADDY SUCR DEMI MCX                                                                                                             | 1.14  | 3.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3520059916437   | SIROP D'ERABLE                                                                                                                  | 4.11  | 5.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3326505917122   | FILET D OIGNON                                                                                                                  | 1.99  | 3.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3560070889457   | PET 1L NECTAR PASSION                                                                                                           | 3.02  | 4.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | Graines de sésame complet                                                                                                       | 13.9  | 0.79  |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3350031937804   | MUESLI CROUS.FRT                                                                                                                | 3.95  | 2.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3562290006201   | DESSERT POMME ABRI ISHERE                                                                                                       | 4.95  | 4.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3482970009431   | PATE BASQUE                                                                                                                     | 2.2   | 2.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3228850008213   | MIE L. COI SER HARRYS                                                                                                           | 2.16  | 4.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | PATATE DOUCE                                                                                                                    | 3.98  | 1.1   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | CAROTTE FANE BOTTE                                                                                                              | 2.39  | 0.72  |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 5410673008039   | BENS RIZ COMPLET                                                                                                                | 4.24  | 4.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | Pomme golden                                                                                                                    | 2.49  | 0.6   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 7610036002737   | TABLET COL PUR NOIR 72 100G 273                                                                                                 | 2.61  | 3.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3497914000009   | BRET'S CHIPS NATURE BIO                                                                                                         | 2.06  | 2.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 8000500238899   | Kinder Schokobons                                                                                                               | 7.39  | 1.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3560070432295   | BRIQUETTES 6X20CL PUR JUS ORAN GE CARREFOUR BIO                                                                                 | 2.99  | 1.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | AVOCAT PIECE                                                                                                                    | 1.02  | 0.95  |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3520832130258   | Câpres au vinaigre Philia 140g - PNE 90g                                                                                        | 2.43  | 2.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | EPINARD                                                                                                                         | 3.8   | 2.05  |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3102870040388   | PIMENT FORT EPIG 70G                                                                                                            | 1.79  | 2.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | VRAC    |                 | KAKI AOP                                                                                                                        | 1.09  | 0.13  |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3254562303711   | AUCHAN CREVETTES DECORTIQUEES CULTES                                                                                            | 4.6   | 1.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 8713576230116   | TOMATES SÉCHÉES                                                                                                                 | 3.99  | 1.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3760091723574   | CHOCO NOIR CARA BIO ETHIQ 100G                                                                                                  | 2.71  | 1.0   |
| 2025-09-22 09:33:04 | 12           | 320.0     | PRODUIT | 3263670455014   | RILLETTES THON LISTAO BIO 120G                                                                                                  | 3.42  | 1.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 5060335635426   | MONSTER PUNCHBOITE 50                                                                                                           | 1.84  | 5.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 3770013899157   | PORTE SAVON JUMBO                                                                                                               | 7.68  | 3.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 3083681081039   | POIS CHICHE MAIS250G                                                                                                            | 2.79  | 3.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | VRAC    |                 | POMME STORY                                                                                                                     | 2.49  | 1.98  |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 7322540455304   | TENA LADY Maxi Night Silky Softness SS122                                                                                       | 6.68  | 4.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 3256224310150   | BEURRE DOUX 82%MG U PQ 125G                                                                                                     | 2.11  | 5.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 0203182000000   | LAMELLES ENCORNETS                                                                                                              | 7.27  | 2.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 3038359008481   | SAUC TUBE LEG BIO PA                                                                                                            | 1.39  | 5.0   |
| 2025-09-22 09:36:37 | 12           | 128.0     | PRODUIT | 8711000706145   | CFE AU LAIT SENSEO                                                                                                              | 4.47  | 4.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3110846261200   | OEUF CHOC.NR GARNI REVIL.250G                                                                                                   | 9.23  | 2.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 8700216698047   | ARIEL PODS GRANDIOSE ALPINE 21                                                                                                  | 15.99 | 2.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3596710309597   | AUC ROQUEFORT AOC BI                                                                                                            | 2.44  | 1.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3229820762050   | TANOSHI SCE SOJA                                                                                                                | 3.1   | 4.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3222473953493   | BARRE NOISETTE AMANDE                                                                                                           | 2.8   | 5.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | VRAC    |                 | orange gros calibre vrac                                                                                                        | 3.29  | 1.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3596690128249   | 800G CORDON BLEU PLT PERE DODU                                                                                                  | 8.05  | 1.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3254560378063   | AUC SCISSE SECHE DRO                                                                                                            | 2.97  | 4.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | VRAC    |                 | RAISINS SECS SULTANINE                                                                                                          | 10.1  | 1.75  |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 4008429134869   | SHEB FILET PLET THION CHAT 60G                                                                                                  | 1.42  | 4.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3564700690116   | PUR JUS OR ANANAS MANGUE 1L JA                                                                                                  | 1.92  | 2.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3229820803906   | CROUST.PETA.CHOC.BIO BJORG300G                                                                                                  | 6.37  | 5.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3289669053108   | PAIN AUX FIGUES                                                                                                                 | 1.6   | 2.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3574661651514   | 30 PS CONF COTON BIO                                                                                                            | 3.45  | 1.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | VRAC    |                 | CAROTTE BIO VRAC                                                                                                                | 2.49  | 0.92  |
| 2025-09-22 09:37:18 | 19           | 42.0      | VRAC    |                 | AIL 3 TETES                                                                                                                     | 25.0  | 2.22  |
| 2025-09-22 09:37:18 | 19           | 42.0      | VRAC    |                 | AUBERGINE AFRICAINE VRAC                                                                                                        | 6.99  | 1.41  |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 4006508200016   | 40 FILTRES 1X4 BLANC                                                                                                            | 1.15  | 5.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3264680034527   | NUXURIANC LAIT CRPS FRM 400ML                                                                                                   | 34.9  | 2.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3596710534814   | SERVIETTE SMAXI X12                                                                                                             | 3.89  | 2.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3396411242854   | Petits gourmands chocolat lai                                                                                                   | 3.05  | 4.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3179142054404   | CHANTIFIX  CHANTILLY                                                                                                            | 0.68  | 3.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3259010101208   | TOFOU NATURE SOY                                                                                                                | 2.68  | 1.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | VRAC    |                 | artichaut violet                                                                                                                | 1.5   | 0.21  |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 54492493        | FRAPPE                                                                                                                          | 1.38  | 1.0   |
| 2025-09-22 09:37:18 | 19           | 42.0      | PRODUIT | 3092830247233   | RUBAN ATTRAP.MOUCHES                                                                                                            | 1.69  | 5.0   |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 3999991014295   | TOP BUDGET 100ENV AUTO 110X220                                                                                                  | 2.25  | 5.0   |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 3502110009456   | Tropicana Orange S/Pulpe                                                                                                        | 5.02  | 5.0   |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 3045206394406   | SANYTOL DESODO FLEURS 300ML                                                                                                     | 3.4   | 2.0   |
| 2025-09-22 09:39:50 | 43           |           | VRAC    |                 | POMME GOLDEN                                                                                                                    | 3.06  | 2.16  |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 3760248980454   | Soupe anti-gaspi du moment A coté 75cl                                                                                          | 5.14  | 5.0   |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 3770013144387   | CONFITURE MYRTILLES BIO                                                                                                         | 6.03  | 2.0   |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 3760055666718   | FLT 500G CITRON VERT                                                                                                            | 2.0   | 4.0   |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 3770013144394   | DOUCEUR  DE  COINGS BIO                                                                                                         | 5.32  | 5.0   |
| 2025-09-22 09:39:50 | 43           |           | PRODUIT | 0204412000000   | PORC JAMBON FRAIS ENTIER                                                                                                        | 36.24 | 5.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3394700017015   | ANISE ANCIEN                                                                                                                    | 25.92 | 5.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 30005518        | POT STE CREME ALLEGEE 100G                                                                                                      | 2.48  | 3.0   |
| 2025-09-22 09:41:13 | 6            |           | VRAC    |                 | BUTTERNUT PIECE                                                                                                                 | 2.64  | 2.4   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3178530404050   | BONNE MAMAN 10 MAD. CHOC LAI BONNEMAMAN                                                                                         | 4.05  | 4.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3760078840683   | BIER BLONDE 75 CL                                                                                                               | 7.95  | 5.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 8412276243838   | Asperges vertes BIO                                                                                                             | 6.49  | 2.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3073780868747   | PORT SALUT                                                                                                                      | 2.81  | 1.0   |
| 2025-09-22 09:41:13 | 6            |           | VRAC    |                 | BANANE                                                                                                                          | 1.87  | 0.86  |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3270160191826   | 2 PAVES SAUMON NORVEGE                                                                                                          | 7.74  | 2.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 5010238018123   | PIRULO FUZ                                                                                                                      | 9.45  | 3.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 872002416       |                                                                                                                                 | 6.53  | 2.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3560070439881   | PETIT BEURRE BIO CARREFOUR                                                                                                      | 1.6   | 4.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3666139412519   | BQ 1KG KIWI .PP FR                                                                                                              | 3.09  | 4.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3401325494340   | SAF SLD DUO 500ML X 2                                                                                                           | 13.8  | 3.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 2228345000000   | 2 CUISSES DEJOINTEES POULET JAU                                                                                                 | 2.32  | 3.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3517360014099   | SHAMPOING CHEVEUX FORTIFIES GUARANA                                                                                             | 5.6   | 1.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3560071501105   | 25ST INFUSION CAMOMILLE CRF CL                                                                                                  | 1.02  | 5.0   |
| 2025-09-22 09:41:13 | 6            |           | VRAC    |                 | ANANAS                                                                                                                          | 3.64  | 0.44  |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3033491724107   | *DAN.VELOUTE FRUIX PAN125GX8OD                                                                                                  | 2.74  | 5.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 8717644101056   | SPRAY                                                                                                                           | 2.85  | 3.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3380380090028   | Sauce bolognaise vegetale                                                                                                       | 4.95  | 4.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3017800230718   | DUO HARICOTS VERT BEURRE                                                                                                        | 2.4   | 5.0   |
| 2025-09-22 09:41:13 | 6            |           | VRAC    |                 | TOMATES RONDE EN GRAPPE                                                                                                         | 2.69  | 0.85  |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3445850072215   | Guerande Echalote Moulin 30g Salines                                                                                            | 2.64  | 1.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3252971331004   | PATES ALPHABETS                                                                                                                 | 1.89  | 4.0   |
| 2025-09-22 09:41:13 | 6            |           | PRODUIT | 3250391996261   | BIO PAT LT FRAIS ENTIER BT 1L                                                                                                   | 1.19  | 2.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 3770031375077   | PRUNEAUX MI CUITS SUPER GEANT 500 GRS                                                                                           | 6.23  | 4.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 3267460030320   | COQUILLETTE BCH                                                                                                                 | 1.92  | 5.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 3760248987545   | Soupe courgette curcuma citron                                                                                                  | 2.97  | 5.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 5411223030081   | LINDEMANS KRIEK 3.50D 25CL                                                                                                      | 1.76  | 1.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 3770001082660   | BIERE EDITION LIMITEE 33CL                                                                                                      | 3.45  | 4.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 7613036669146   | CHOCAPIC BIO                                                                                                                    | 4.49  | 5.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 3560071016920   | 4X100G SPEC SOJA MAN/CITR CRF                                                                                                   | 1.71  | 5.0   |
| 2025-09-22 09:49:54 | 10           |           | PRODUIT | 3256228115201   | Infusion Rooibos                                                                                                                | 3.36  | 5.0   |
| 2025-09-22 09:55:27 | 37           | 198.0     | PRODUIT | 3080920981891   | COCKT.FRUITS SIR.                                                                                                               | 2.82  | 2.0   |
| 2025-09-22 09:55:27 | 37           | 198.0     | VRAC    |                 | MELON PASTÈQUE                                                                                                                  | 3.69  | 1.34  |
| 2025-09-22 09:55:27 | 37           | 198.0     | PRODUIT | 3046920014304   | LUCKY MONKEY LT ONCTUEUX LINDT                                                                                                  | 2.95  | 3.0   |
| 2025-09-22 09:55:27 | 37           | 198.0     | VRAC    |                 | NAVET JAUNE BOULE                                                                                                               | 4.99  | 2.46  |
